1.000000000000000000e+00,1.377793960738455392e-01,9.472199546420870808e-01,1.406162316136533308e-01,9.212591734725388282e-01,1.360181877762898783e-01
7.031068720077520151e-01,1.404749295316307378e-01,1.000000000000000000e+00,1.409709704504688854e-01,2.924106338807914707e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.330313298162591196e-01,1.371652618232369614e-01,1.000000000000000000e+00,6.492222400742756472e-01,3.323668704739921043e-01
2.406137743201333945e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.690795494988432734e-01,1.371667304402848786e-01,1.362374117194029011e-01
2.247071578167592620e-01,1.000000000000000000e+00,1.400498873761094887e-01,1.372988959169831880e-01,1.000000000000000000e+00,7.755072978867253441e-01
1.354216705283587951e-01,1.393507655687087066e-01,8.897548003596537081e-01,1.000000000000000000e+00,1.408314142681044712e-01,9.619112973032404312e-01
1.400289287743118338e-01,1.979898969437957068e-01,7.984628253186696334e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.336168525714510613e-01
1.364172299315761505e-01,1.347492340276396638e-01,1.000000000000000000e+00,8.605816679061852881e-01,1.419830056798673801e-01,1.000000000000000000e+00
1.412161519228592732e-01,2.071177022659243527e-01,1.317417545825732561e-01,7.814751531492819536e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.443099234084358473e-01,8.609984499145946213e-01,1.381302497839813903e-01,1.351069826790469997e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.547465004568465252e-01,1.357563042851258617e-01,1.000000000000000000e+00,1.388370264269684073e-01,1.338663919221479426e-01
1.396586323214783487e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.339517122118851489e-01,1.388314554835930192e-01,8.805248233723439455e-01
1.000000000000000000e+00,6.484889394206199142e-01,1.000000000000000000e+00,3.580463960113267063e-01,1.392252686687570074e-01,1.346741981333963167e-01
8.575590149693930186e-01,1.000000000000000000e+00,1.330691613264355644e-01,1.000000000000000000e+00,1.345437494559529323e-01,1.344988558281910440e-01
8.660907853564676628e-01,1.000000000000000000e+00,1.360646496639467129e-01,1.427328075790025852e-01,1.000000000000000000e+00,1.331534362478661304e-01
1.000000000000000000e+00,1.345686201877968058e-01,1.382525536516216458e-01,8.381033242926848592e-01,1.360469774927044184e-01,1.000000000000000000e+00
8.687145339935025135e-01,1.382315459179673245e-01,1.000000000000000000e+00,1.397261252817410815e-01,1.000000000000000000e+00,1.363125017520552540e-01
1.341609260025762862e-01,1.000000000000000000e+00,1.382342665534957438e-01,1.492663351612335543e-01,1.000000000000000000e+00,8.583173590955623933e-01
1.349879780007208763e-01,1.000000000000000000e+00,8.867873843605545980e-01,1.356798544531107598e-01,1.000000000000000000e+00,1.391284257874977059e-01
1.330064206456749720e-01,9.935012437810947228e-01,2.497564949560309999e-01,1.000000000000000000e+00,7.581520127512240137e-01,1.346276086101576008e-01
1.000000000000000000e+00,1.386803583476865775e-01,8.636156448197788160e-01,1.373639937945525247e-01,1.352156777101359564e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.402910877455898209e-01,1.359388064966984555e-01,1.000000000000000000e+00,1.362746341948015694e-01,8.392384815196802794e-01
